,pVal,phase,peak.shape,period,diel
Ochrophyta_K03650,0.898933531623023,12,12,24,NO
Ochrophyta_K01991,0.898933531623023,12,12,24,NO
Ochrophyta_K08894,0.898933531623023,4,12,24,NO
Rhodophyta_K10590,0.898933531623023,12,12,24,NO
Rhodophyta_K12488,0.898933531623023,24,12,24,NO
Sarcomastigophora_K13749,0.898933531623023,16,12,24,NO
Sarcomastigophora_K01362,0.898933531623023,20,16,24,NO
Sarcomastigophora_K03857,0.898933531623023,24,12,24,NO
Dinophyta_K16075,0.899045225773439,4,8,24,NO
Bacillariophyta_K13503,0.899045225773439,12,4,24,NO
Chlorophyta_K10576,0.899045225773439,20,16,24,NO
Chlorophyta_K04484,0.899045225773439,8,16,24,NO
Cryptophyta_K04066,0.899045225773439,8,16,24,NO
Euglenozoa_K04564,0.899045225773439,24,8,24,NO
Glaucophyta_K00525,0.899045225773439,20,12,24,NO
Glaucophyta_K10807,0.899045225773439,20,12,24,NO
Ochrophyta_K10755,0.899045225773439,16,4,24,NO
Ochrophyta_K03155,0.899045225773439,16,12,24,NO
Sarcomastigophora_K14569,0.899045225773439,4,4,24,NO
Dinophyta_K00162,0.899204716292617,12,12,24,NO
Dinophyta_K02209,0.899204716292617,12,12,24,NO
Dinophyta_K12868,0.899204716292617,8,20,24,NO
Dinophyta_K16761,0.899204716292617,12,20,24,NO
Dinophyta_K11971,0.899204716292617,8,8,24,NO
Dinophyta_K08803,0.899204716292617,4,20,24,NO
Dinophyta_K10766,0.899204716292617,24,16,24,NO
Dinophyta_K13888,0.899204716292617,20,16,24,NO
Dinophyta_K07306,0.899204716292617,12,12,24,NO
Dinophyta_K03675,0.899204716292617,16,8,24,NO
Bacillariophyta_K00814,0.899204716292617,12,16,24,NO
Bacillariophyta_K02684,0.899204716292617,4,16,24,NO
Bacillariophyta_K17579,0.899204716292617,8,8,24,NO
Bacillariophyta_K12871,0.899204716292617,24,12,24,NO
Bacillariophyta_K06678,0.899204716292617,24,4,24,NO
Bicosoecida_K10085,0.899204716292617,8,16,24,NO
Bicosoecida_K05743,0.899204716292617,20,16,24,NO
Bicosoecida_K07071,0.899204716292617,8,12,24,NO
Bicosoecida_K08822,0.899204716292617,20,16,24,NO
Cercozoa_K01810,0.899204716292617,20,4,24,NO
Cercozoa_K03773,0.899204716292617,8,4,24,NO
Cercozoa_K09391,0.899204716292617,20,12,24,NO
Cercozoa_K03428,0.899204716292617,20,20,24,NO
Cercozoa_K15338,0.899204716292617,4,20,24,NO
Chlorarachniophyta_K12483,0.899204716292617,12,4,24,NO
Chlorophyta_K12897,0.899204716292617,24,20,24,NO
Chlorophyta_K01255,0.899204716292617,8,8,24,NO
Chlorophyta_K03588,0.899204716292617,24,20,24,NO
Chlorophyta_K13896,0.899204716292617,8,12,24,NO
Chlorophyta_K00016,0.899204716292617,12,20,24,NO
Chlorophyta_K09948,0.899204716292617,12,12,24,NO
Chlorophyta_K10207,0.899204716292617,8,20,24,NO
Cryptophyta_K02997,0.899204716292617,24,12,24,NO
Cryptophyta_K02219,0.899204716292617,8,20,24,NO
Cryptophyta_K14949,0.899204716292617,24,12,24,NO
Cryptophyta_K05288,0.899204716292617,8,8,24,NO
Cryptophyta_K00652,0.899204716292617,8,8,24,NO
Cryptophyta_K00837,0.899204716292617,4,4,24,NO
Cryptophyta_K13201,0.899204716292617,20,8,24,NO
Cryptophyta_K00066,0.899204716292617,16,8,24,NO
Euglenozoa_K05685,0.899204716292617,8,12,24,NO
Euglenozoa_K04441,0.899204716292617,16,16,24,NO
Euglenozoa_K04372,0.899204716292617,8,8,24,NO
Euglenozoa_K13208,0.899204716292617,20,12,24,NO
Glaucophyta_K17686,0.899204716292617,16,16,24,NO
Glaucophyta_K04348,0.899204716292617,24,8,24,NO
Glaucophyta_K12815,0.899204716292617,8,8,24,NO
Glaucophyta_K11426,0.899204716292617,8,16,24,NO
Glaucophyta_K01894,0.899204716292617,20,8,24,NO
Haptophyta_K12139,0.899204716292617,16,20,24,NO
Haptophyta_K02922,0.899204716292617,4,8,24,NO
Ochrophyta_K06670,0.899204716292617,4,12,24,NO
Ochrophyta_K04553,0.899204716292617,4,12,24,NO
Ochrophyta_K17544,0.899204716292617,4,12,24,NO
Ochrophyta_K10864,0.899204716292617,12,8,24,NO
Rhodophyta_K12619,0.899204716292617,8,12,24,NO
Rhodophyta_K03885,0.899204716292617,8,20,24,NO
Rhodophyta_K13094,0.899204716292617,12,8,24,NO
Rhodophyta_K12182,0.899204716292617,16,20,24,NO
Sarcomastigophora_K03626,0.899204716292617,4,12,24,NO
Sarcomastigophora_K10843,0.899204716292617,4,12,24,NO
Sarcomastigophora_K03363,0.899204716292617,12,20,24,NO
Sarcomastigophora_K00683,0.899204716292617,12,16,24,NO
Sarcomastigophora_K01176,0.899204716292617,12,16,24,NO
Sarcomastigophora_K02026,0.899204716292617,12,16,24,NO
Sarcomastigophora_K02027,0.899204716292617,12,16,24,NO
Sarcomastigophora_K10108,0.899204716292617,12,16,24,NO
Sarcomastigophora_K10109,0.899204716292617,12,16,24,NO
Sarcomastigophora_K10110,0.899204716292617,12,16,24,NO
Sarcomastigophora_K15770,0.899204716292617,12,16,24,NO
Sarcomastigophora_K15771,0.899204716292617,12,16,24,NO
Sarcomastigophora_K13012,0.899204716292617,20,8,24,NO
Sarcomastigophora_K13013,0.899204716292617,20,8,24,NO
Sarcomastigophora_K15912,0.899204716292617,20,8,24,NO
Sarcomastigophora_K16707,0.899204716292617,20,8,24,NO
Sarcomastigophora_K03564,0.899204716292617,4,4,24,NO
Sarcomastigophora_K05766,0.899204716292617,8,12,24,NO
Dinophyta_K08679,0.899207065471321,4,12,24,NO
Dinophyta_K08791,0.899207065471321,24,8,24,NO
Dinophyta_K11390,0.899207065471321,20,4,24,NO
Dinophyta_K11977,0.899207065471321,16,12,24,NO
Bacillariophyta_K12852,0.899207065471321,20,12,24,NO
Bacillariophyta_K09861,0.899207065471321,16,8,24,NO
Bacillariophyta_K06109,0.899207065471321,8,12,24,NO
Bacillariophyta_K11987,0.899207065471321,24,16,24,NO
Bacillariophyta_K12550,0.899207065471321,24,16,24,NO
Bacillariophyta_K11090,0.899207065471321,24,4,24,NO
Bicosoecida_K00573,0.899207065471321,16,20,24,NO
Bicosoecida_K13510,0.899207065471321,20,4,24,NO
Bicosoecida_K12175,0.899207065471321,8,12,24,NO
Bicosoecida_K14718,0.899207065471321,12,12,24,NO
Cercozoa_K00813,0.899207065471321,12,4,24,NO
Cercozoa_K17505,0.899207065471321,12,4,24,NO
Chlorarachniophyta_K17681,0.899207065471321,4,12,24,NO
Chlorarachniophyta_K15085,0.899207065471321,12,4,24,NO
Chlorophyta_K13612,0.899207065471321,24,16,24,NO
Chlorophyta_K07716,0.899207065471321,8,16,24,NO
Chlorophyta_K00254,0.899207065471321,24,16,24,NO
Chlorophyta_K13937,0.899207065471321,12,4,24,NO
Chlorophyta_K00493,0.899207065471321,16,20,24,NO
Cryptophyta_K02193,0.899207065471321,8,4,24,NO
Cryptophyta_K13415,0.899207065471321,4,4,24,NO
Euglenozoa_K00101,0.899207065471321,24,4,24,NO
Glaucophyta_K03347,0.899207065471321,24,8,24,NO
Haptophyta_K13723,0.899207065471321,4,4,24,NO
Haptophyta_K01180,0.899207065471321,8,8,24,NO
Haptophyta_K14819,0.899207065471321,8,16,24,NO
Ochrophyta_K15645,0.899207065471321,24,16,24,NO
Ochrophyta_K03364,0.899207065471321,24,12,24,NO
Ochrophyta_K00472,0.899207065471321,24,12,24,NO
Ochrophyta_K03125,0.899207065471321,8,4,24,NO
Ochrophyta_K06008,0.899207065471321,24,12,24,NO
Ochrophyta_K00620,0.899207065471321,12,4,24,NO
Ochrophyta_K08862,0.899207065471321,8,12,24,NO
Ochrophyta_K13922,0.899207065471321,20,4,24,NO
Ochrophyta_K05954,0.899207065471321,24,12,24,NO
Ochrophyta_K01619,0.899207065471321,12,4,24,NO
Ochrophyta_K04105,0.899207065471321,20,12,24,NO
Rhodophyta_K14826,0.899207065471321,8,4,24,NO
Rhodophyta_K05315,0.899207065471321,12,12,24,NO
Rhodophyta_K01001,0.899207065471321,24,12,24,NO
Rhodophyta_K02687,0.899207065471321,8,12,24,NO
Sarcomastigophora_K05850,0.899207065471321,16,16,24,NO
Sarcomastigophora_K07204,0.899207065471321,16,20,24,NO
Sarcomastigophora_K10143,0.899207065471321,8,20,24,NO
Sarcomastigophora_K01179,0.899207065471321,16,16,24,NO
Dinophyta_K08735,0.899359806975392,4,20,24,NO
Dinophyta_K08893,0.899359806975392,4,20,24,NO
Bacillariophyta_K02057,0.899359806975392,24,4,24,NO
Bacillariophyta_K16014,0.899359806975392,12,4,24,NO
Bicosoecida_K15397,0.899359806975392,4,20,24,NO
Cercozoa_K00290,0.899359806975392,12,4,24,NO
Cercozoa_K08799,0.899359806975392,24,4,24,NO
Chlorarachniophyta_K08267,0.899359806975392,16,20,24,NO
Chlorophyta_K00788,0.899359806975392,16,20,24,NO
Chlorophyta_K01294,0.899359806975392,4,20,24,NO
Cryptophyta_K03018,0.899359806975392,12,4,24,NO
Cryptophyta_K07001,0.899359806975392,4,20,24,NO
Euglenozoa_K11710,0.899359806975392,4,20,24,NO
Haptophyta_K12504,0.899359806975392,16,20,24,NO
Ochrophyta_K01530,0.899359806975392,12,4,24,NO
Ochrophyta_K00643,0.899359806975392,24,4,24,NO
Ochrophyta_K09286,0.899359806975392,12,4,24,NO
Ochrophyta_K12421,0.899359806975392,12,4,24,NO
Ochrophyta_K02939,0.899359806975392,16,20,24,NO
Rhodophyta_K00871,0.899359806975392,12,4,24,NO
Rhodophyta_K10548,0.899359806975392,24,4,24,NO
Rhodophyta_K11392,0.899359806975392,12,4,24,NO
Sarcomastigophora_K00789,0.899359806975392,16,20,24,NO
Dinophyta_K02027,0.899916419524943,4,16,24,NO
Chromerida_K05663,0.899916419524943,12,12,24,NO
Chromerida_K11085,0.899916419524943,12,12,24,NO
Bacillariophyta_K00472,0.899916419524943,8,12,24,NO
Bacillariophyta_K11434,0.899916419524943,12,20,24,NO
Bicosoecida_K01958,0.899916419524943,24,16,24,NO
Bicosoecida_K05768,0.899916419524943,4,16,24,NO
Bicosoecida_K08017,0.899916419524943,4,16,24,NO
Bicosoecida_K00507,0.899916419524943,8,12,24,NO
Bicosoecida_K08814,0.899916419524943,24,12,24,NO
Cercozoa_K01509,0.899916419524943,8,16,24,NO
Cercozoa_K01848,0.899916419524943,12,4,24,NO
Chlorophyta_K13979,0.899916419524943,8,8,24,NO
Chlorophyta_K15509,0.899916419524943,16,20,24,NO
Chlorophyta_K01686,0.899916419524943,4,8,24,NO
Chlorophyta_K15153,0.899916419524943,20,16,24,NO
Chlorophyta_K14012,0.899916419524943,20,8,24,NO
Chlorophyta_K14764,0.899916419524943,8,8,24,NO
Cryptophyta_K10817,0.899916419524943,4,12,24,NO
Cryptophyta_K16252,0.899916419524943,24,16,24,NO
Cryptophyta_K16601,0.899916419524943,12,12,24,NO
Cryptophyta_K01176,0.899916419524943,24,8,24,NO
Cryptophyta_K10608,0.899916419524943,24,8,24,NO
Cryptophyta_K04740,0.899916419524943,8,12,24,NO
Euglenozoa_K03834,0.899916419524943,16,16,24,NO
Euglenozoa_K06671,0.899916419524943,20,4,24,NO
Glaucophyta_K10698,0.899916419524943,24,8,24,NO
Glaucophyta_K16634,0.899916419524943,20,4,24,NO
Glaucophyta_K04795,0.899916419524943,4,8,24,NO
Glaucophyta_K14563,0.899916419524943,4,8,24,NO
Haptophyta_K01327,0.899916419524943,16,20,24,NO
Haptophyta_K12492,0.899916419524943,12,20,24,NO
Haptophyta_K09537,0.899916419524943,4,16,24,NO
Ochrophyta_K11793,0.899916419524943,16,12,24,NO
Ochrophyta_K01686,0.899916419524943,4,8,24,NO
Rhodophyta_K15541,0.899916419524943,4,4,24,NO
Rhodophyta_K14852,0.899916419524943,16,8,24,NO
Rhodophyta_K09808,0.899916419524943,8,12,24,NO
Sarcomastigophora_K12854,0.899916419524943,8,12,24,NO
Sarcomastigophora_K15271,0.899916419524943,8,12,24,NO
Sarcomastigophora_K04508,0.899916419524943,12,8,24,NO
Sarcomastigophora_K06127,0.899916419524943,16,8,24,NO
Dinophyta_K16754,0.900047075340453,20,8,24,NO
Dinophyta_K05828,0.900047075340453,16,12,24,NO
Dinophyta_K03394,0.900047075340453,16,8,24,NO
Bacillariophyta_K03974,0.900047075340453,8,8,24,NO
Bacillariophyta_K06045,0.900047075340453,16,4,24,NO
Bicosoecida_K02057,0.900047075340453,24,20,24,NO
Cercozoa_K13338,0.900047075340453,4,12,24,NO
Chlorophyta_K05664,0.900047075340453,24,20,24,NO
Chlorophyta_K12604,0.900047075340453,4,16,24,NO
Chlorophyta_K01919,0.900047075340453,20,8,24,NO
Chlorophyta_K16487,0.900047075340453,16,12,24,NO
Chlorophyta_K03123,0.900047075340453,12,8,24,NO
Cryptophyta_K12825,0.900047075340453,24,20,24,NO
Cryptophyta_K17199,0.900047075340453,24,4,24,NO
Cryptophyta_K08997,0.900047075340453,16,20,24,NO
Glaucophyta_K03348,0.900047075340453,24,8,24,NO
Haptophyta_K07912,0.900047075340453,4,16,24,NO
Ochrophyta_K05659,0.900047075340453,16,12,24,NO
Rhodophyta_K15710,0.900047075340453,4,12,24,NO
Rhodophyta_K09575,0.900047075340453,20,8,24,NO
Rhodophyta_K12494,0.900047075340453,4,16,24,NO
Sarcomastigophora_K10407,0.900047075340453,12,8,24,NO
Sarcomastigophora_K11217,0.900047075340453,4,20,24,NO
Sarcomastigophora_K16907,0.900047075340453,8,12,24,NO
Bacillariophyta_K16868,0.900525088438544,16,12,24,NO
Bicosoecida_K13527,0.900525088438544,12,16,24,NO
Glaucophyta_K03110,0.900525088438544,20,16,24,NO
Glaucophyta_K13431,0.900525088438544,20,16,24,NO
Glaucophyta_K10643,0.900525088438544,24,12,24,NO
Haptophyta_K01654,0.900525088438544,24,4,24,NO
Rhodophyta_K17538,0.900525088438544,24,8,24,NO
Dinophyta_K03455,0.900772038952289,12,12,24,NO
Dinophyta_K01890,0.900772038952289,16,12,24,NO
Dinophyta_K13950,0.900772038952289,16,16,24,NO
Dinophyta_K00547,0.900772038952289,8,16,24,NO
Dinophyta_K02232,0.900772038952289,4,8,24,NO
Dinophyta_K02549,0.900772038952289,8,16,24,NO
Dinophyta_K03232,0.900772038952289,24,20,24,NO
Dinophyta_K03787,0.900772038952289,24,16,24,NO
Dinophyta_K14083,0.900772038952289,12,8,24,NO
Dinophyta_K09364,0.900772038952289,24,12,24,NO
Dinophyta_K02553,0.900772038952289,16,12,24,NO
Chromerida_K02208,0.900772038952289,20,16,24,NO
Chromerida_K01507,0.900772038952289,8,8,24,NO
Chromerida_K15987,0.900772038952289,8,8,24,NO
Bacillariophyta_K12460,0.900772038952289,12,4,24,NO
Bacillariophyta_K08295,0.900772038952289,12,4,24,NO
Bacillariophyta_K03352,0.900772038952289,20,12,24,NO
Bacillariophyta_K05566,0.900772038952289,16,16,24,NO
Bicosoecida_K02193,0.900772038952289,12,8,24,NO
Bicosoecida_K07925,0.900772038952289,20,8,24,NO
Bicosoecida_K11230,0.900772038952289,4,8,24,NO
Cercozoa_K07515,0.900772038952289,16,12,24,NO
Cercozoa_K09703,0.900772038952289,16,12,24,NO
Cercozoa_K16608,0.900772038952289,24,12,24,NO
Cercozoa_K07008,0.900772038952289,24,8,24,NO
Chlorarachniophyta_K12158,0.900772038952289,4,12,24,NO
Chlorophyta_K15642,0.900772038952289,12,8,24,NO
Chlorophyta_K03006,0.900772038952289,4,16,24,NO
Chlorophyta_K00942,0.900772038952289,8,12,24,NO
Chlorophyta_K00857,0.900772038952289,8,16,24,NO
Chlorophyta_K01972,0.900772038952289,8,20,24,NO
Chlorophyta_K15156,0.900772038952289,4,12,24,NO
Chlorophyta_K04935,0.900772038952289,4,12,24,NO
Chlorophyta_K14856,0.900772038952289,24,16,24,NO
Chlorophyta_K00109,0.900772038952289,8,12,24,NO
Chlorophyta_K14793,0.900772038952289,12,4,24,NO
Chlorophyta_K08606,0.900772038952289,24,16,24,NO
Cryptophyta_K06178,0.900772038952289,4,8,24,NO
Cryptophyta_K07716,0.900772038952289,4,8,24,NO
Cryptophyta_K08325,0.900772038952289,20,8,24,NO
Cryptophyta_K01971,0.900772038952289,12,16,24,NO
Euglenozoa_K00943,0.900772038952289,8,20,24,NO
Glaucophyta_K12493,0.900772038952289,4,20,24,NO
Glaucophyta_K09531,0.900772038952289,4,16,24,NO
Glaucophyta_K09540,0.900772038952289,4,16,24,NO
Glaucophyta_K11654,0.900772038952289,12,20,24,NO
Glaucophyta_K14447,0.900772038952289,12,20,24,NO
Glaucophyta_K03044,0.900772038952289,24,12,24,NO
Haptophyta_K01350,0.900772038952289,16,20,24,NO
Haptophyta_K12182,0.900772038952289,24,12,24,NO
Haptophyta_K05776,0.900772038952289,24,12,24,NO
Haptophyta_K06839,0.900772038952289,8,20,24,NO
Haptophyta_K01598,0.900772038952289,24,4,24,NO
Haptophyta_K13038,0.900772038952289,24,4,24,NO
Haptophyta_K03575,0.900772038952289,16,12,24,NO
Haptophyta_K16521,0.900772038952289,8,8,24,NO
Ochrophyta_K06981,0.900772038952289,4,8,24,NO
Ochrophyta_K00142,0.900772038952289,20,8,24,NO
Ochrophyta_K10752,0.900772038952289,20,12,24,NO
Ochrophyta_K05114,0.900772038952289,4,16,24,NO
Ochrophyta_K15445,0.900772038952289,12,12,24,NO
Ochrophyta_K05357,0.900772038952289,24,4,24,NO
Ochrophyta_K14354,0.900772038952289,12,8,24,NO
Ochrophyta_K07847,0.900772038952289,8,4,24,NO
Ochrophyta_K02685,0.900772038952289,4,8,24,NO
Ochrophyta_K01764,0.900772038952289,16,4,24,NO
Ochrophyta_K03184,0.900772038952289,4,4,24,NO
Ochrophyta_K03185,0.900772038952289,4,4,24,NO
Rhodophyta_K06176,0.900772038952289,12,12,24,NO
Rhodophyta_K12573,0.900772038952289,24,16,24,NO
Rhodophyta_K17675,0.900772038952289,12,20,24,NO
Rhodophyta_K02735,0.900772038952289,8,4,24,NO
Rhodophyta_K03937,0.900772038952289,20,8,24,NO
Rhodophyta_K02943,0.900772038952289,16,4,24,NO
Sarcomastigophora_K04646,0.900772038952289,24,8,24,NO
Sarcomastigophora_K02062,0.900772038952289,8,12,24,NO
Sarcomastigophora_K15224,0.900772038952289,8,20,24,NO
Sarcomastigophora_K11653,0.900772038952289,24,16,24,NO
Sarcomastigophora_K00119,0.900772038952289,12,4,24,NO
Sarcomastigophora_K03101,0.900772038952289,4,20,24,NO
Sarcomastigophora_K00123,0.900772038952289,12,12,24,NO
Sarcomastigophora_K07152,0.900772038952289,8,20,24,NO
Bacillariophyta_K17509,0.900864871724162,24,12,24,NO
Bacillariophyta_K08102,0.900864871724162,20,4,24,NO
Bicosoecida_K01469,0.900864871724162,4,4,24,NO
Bicosoecida_K01474,0.900864871724162,4,4,24,NO
Chlorophyta_K09676,0.900864871724162,20,4,24,NO
Cryptophyta_K01379,0.900864871724162,8,8,24,NO
Haptophyta_K10773,0.900864871724162,24,20,24,NO
Ochrophyta_K06980,0.900864871724162,16,12,24,NO
Sarcomastigophora_K06276,0.900864871724162,24,20,24,NO
Dinophyta_K01814,0.901400411403813,24,8,24,NO
Dinophyta_K08659,0.901400411403813,8,16,24,NO
Dinophyta_K04794,0.901400411403813,16,20,24,NO
Chromerida_K00344,0.901400411403813,16,16,24,NO
Bacillariophyta_K06180,0.901400411403813,12,20,24,NO
Bacillariophyta_K11598,0.901400411403813,24,8,24,NO
Bacillariophyta_K11699,0.901400411403813,24,8,24,NO
Bacillariophyta_K05359,0.901400411403813,8,8,24,NO
Bacillariophyta_K03584,0.901400411403813,24,8,24,NO
Bacillariophyta_K01578,0.901400411403813,16,16,24,NO
Bacillariophyta_K15522,0.901400411403813,12,4,24,NO
Bacillariophyta_K10695,0.901400411403813,16,16,24,NO
Bacillariophyta_K02204,0.901400411403813,8,8,24,NO
Bacillariophyta_K08289,0.901400411403813,12,20,24,NO
Bicosoecida_K05012,0.901400411403813,8,4,24,NO
Bicosoecida_K06942,0.901400411403813,8,8,24,NO
Cercozoa_K11488,0.901400411403813,8,16,24,NO
Chlorarachniophyta_K00615,0.901400411403813,8,16,24,NO
Chlorarachniophyta_K04069,0.901400411403813,8,8,24,NO
Chlorophyta_K05322,0.901400411403813,12,20,24,NO
Chlorophyta_K14272,0.901400411403813,16,16,24,NO
Chlorophyta_K09632,0.901400411403813,16,16,24,NO
Chlorophyta_K03867,0.901400411403813,16,16,24,NO
Chlorophyta_K13985,0.901400411403813,16,16,24,NO
Chlorophyta_K11969,0.901400411403813,8,16,24,NO
Chlorophyta_K07984,0.901400411403813,24,8,24,NO
Chlorophyta_K11339,0.901400411403813,16,16,24,NO
Chlorophyta_K03428,0.901400411403813,8,4,24,NO
Chlorophyta_K01855,0.901400411403813,12,4,24,NO
Cryptophyta_K10738,0.901400411403813,4,4,24,NO
Cryptophyta_K11186,0.901400411403813,4,4,24,NO
Cryptophyta_K13279,0.901400411403813,4,4,24,NO
Cryptophyta_K04409,0.901400411403813,16,16,24,NO
Cryptophyta_K17276,0.901400411403813,8,16,24,NO
Cryptophyta_K17336,0.901400411403813,8,16,24,NO
Cryptophyta_K11816,0.901400411403813,24,8,24,NO
Cryptophyta_K11841,0.901400411403813,16,16,24,NO
Cryptophyta_K01424,0.901400411403813,8,16,24,NO
Euglenozoa_K08867,0.901400411403813,4,20,24,NO
Glaucophyta_K13412,0.901400411403813,16,16,24,NO
Glaucophyta_K12410,0.901400411403813,12,20,24,NO
Glaucophyta_K02604,0.901400411403813,8,16,24,NO
Glaucophyta_K05328,0.901400411403813,16,20,24,NO
Glaucophyta_K14684,0.901400411403813,8,8,24,NO
Haptophyta_K12447,0.901400411403813,24,8,24,NO
Haptophyta_K12229,0.901400411403813,8,4,24,NO
Ochrophyta_K01972,0.901400411403813,8,8,24,NO
Ochrophyta_K05661,0.901400411403813,8,16,24,NO
Ochrophyta_K06623,0.901400411403813,8,16,24,NO
Ochrophyta_K06074,0.901400411403813,8,20,24,NO
Ochrophyta_K03188,0.901400411403813,8,16,24,NO
Ochrophyta_K01578,0.901400411403813,24,8,24,NO
Rhodophyta_K09500,0.901400411403813,24,8,24,NO
Rhodophyta_K11072,0.901400411403813,4,20,24,NO
Rhodophyta_K15786,0.901400411403813,24,8,24,NO
Rhodophyta_K01044,0.901400411403813,16,16,24,NO
Rhodophyta_K00365,0.901400411403813,24,8,24,NO
Sarcomastigophora_K01001,0.901400411403813,8,16,24,NO
Sarcomastigophora_K15727,0.901400411403813,8,8,24,NO
Sarcomastigophora_K03427,0.901400411403813,8,16,24,NO
Sarcomastigophora_K14498,0.901400411403813,4,20,24,NO
Dinophyta_K17741,0.901407935975363,16,16,24,NO
Dinophyta_K01565,0.901407935975363,12,12,24,NO
Bacillariophyta_K02320,0.901407935975363,12,4,24,NO
Bacillariophyta_K05791,0.901407935975363,16,8,24,NO
Bacillariophyta_K06665,0.901407935975363,12,4,24,NO
Bicosoecida_K08765,0.901407935975363,24,12,24,NO
Bicosoecida_K01520,0.901407935975363,8,20,24,NO
Cercozoa_K08286,0.901407935975363,20,20,24,NO
Cercozoa_K08856,0.901407935975363,16,4,24,NO
Cercozoa_K01887,0.901407935975363,16,20,24,NO
Cryptophyta_K02953,0.901407935975363,24,16,24,NO
Cryptophyta_K08568,0.901407935975363,16,12,24,NO
Cryptophyta_K00154,0.901407935975363,24,16,24,NO
Euglenozoa_K01647,0.901407935975363,24,8,24,NO
Euglenozoa_K14554,0.901407935975363,16,8,24,NO
Glaucophyta_K04382,0.901407935975363,24,4,24,NO
Glaucophyta_K15423,0.901407935975363,24,4,24,NO
Haptophyta_K05679,0.901407935975363,4,16,24,NO
Haptophyta_K04755,0.901407935975363,24,8,24,NO
Ochrophyta_K12317,0.901407935975363,24,4,24,NO
Ochrophyta_K16210,0.901407935975363,24,8,24,NO
Ochrophyta_K01057,0.901407935975363,8,16,24,NO
Ochrophyta_K08588,0.901407935975363,12,4,24,NO
Rhodophyta_K00852,0.901407935975363,12,4,24,NO
Rhodophyta_K07871,0.901407935975363,12,16,24,NO
Sarcomastigophora_K15542,0.901407935975363,24,4,24,NO
Dinophyta_K04345,0.901674593611456,12,20,24,NO
Dinophyta_K01358,0.901674593611456,20,4,24,NO
Dinophyta_K17543,0.901674593611456,4,20,24,NO
Bacillariophyta_K10401,0.901674593611456,12,16,24,NO
Bacillariophyta_K15230,0.901674593611456,12,8,24,NO
Bacillariophyta_K03556,0.901674593611456,8,12,24,NO
Bacillariophyta_K10772,0.901674593611456,12,4,24,NO
Bacillariophyta_K09807,0.901674593611456,12,16,24,NO
Bacillariophyta_K12261,0.901674593611456,16,12,24,NO
Bicosoecida_K15192,0.901674593611456,12,4,24,NO
Bicosoecida_K09705,0.901674593611456,24,20,24,NO
Bicosoecida_K14508,0.901674593611456,20,20,24,NO
Bicosoecida_K17047,0.901674593611456,4,8,24,NO
Cercozoa_K17387,0.901674593611456,16,8,24,NO
Chlorarachniophyta_K01772,0.901674593611456,4,16,24,NO
Chlorarachniophyta_K16052,0.901674593611456,4,16,24,NO
Chlorarachniophyta_K17341,0.901674593611456,4,16,24,NO
Chlorophyta_K10949,0.901674593611456,8,12,24,NO
Chlorophyta_K09204,0.901674593611456,8,8,24,NO
Euglenozoa_K15427,0.901674593611456,16,12,24,NO
Euglenozoa_K15498,0.901674593611456,16,12,24,NO
Haptophyta_K02207,0.901674593611456,16,20,24,NO
Ochrophyta_K10248,0.901674593611456,20,8,24,NO
Ochrophyta_K00153,0.901674593611456,24,12,24,NO
Rhodophyta_K10839,0.901674593611456,8,8,24,NO
Rhodophyta_K01580,0.901674593611456,24,12,24,NO
Rhodophyta_K00486,0.901674593611456,24,20,24,NO
Sarcomastigophora_K07147,0.901674593611456,12,4,24,NO
Dinophyta_K05590,0.901758932512083,12,12,24,NO
Dinophyta_K06530,0.901758932512083,4,12,24,NO
Chromerida_K00235,0.901758932512083,12,16,24,NO
Chromerida_K00240,0.901758932512083,12,16,24,NO
Bacillariophyta_K03458,0.901758932512083,12,12,24,NO
Bacillariophyta_K14616,0.901758932512083,8,12,24,NO
Bacillariophyta_K15532,0.901758932512083,8,8,24,NO
Bacillariophyta_K09986,0.901758932512083,24,16,24,NO
Bacillariophyta_K11003,0.901758932512083,20,4,24,NO
Bicosoecida_K02725,0.901758932512083,8,16,24,NO
Bicosoecida_K02728,0.901758932512083,8,16,24,NO
Chlorarachniophyta_K00225,0.901758932512083,24,12,24,NO
Chlorarachniophyta_K01672,0.901758932512083,12,16,24,NO
Chlorarachniophyta_K01674,0.901758932512083,12,16,24,NO
Chlorarachniophyta_K08114,0.901758932512083,12,16,24,NO
Chlorophyta_K04477,0.901758932512083,8,16,24,NO
Chlorophyta_K12737,0.901758932512083,24,4,24,NO
Glaucophyta_K09272,0.901758932512083,16,4,24,NO
Glaucophyta_K02975,0.901758932512083,24,8,24,NO
Haptophyta_K02454,0.901758932512083,20,20,24,NO
Ochrophyta_K08835,0.901758932512083,24,8,24,NO
Ochrophyta_K14830,0.901758932512083,8,12,24,NO
Ochrophyta_K00847,0.901758932512083,12,16,24,NO
Ochrophyta_K05917,0.901758932512083,8,12,24,NO
Rhodophyta_K14575,0.901758932512083,24,16,24,NO
Rhodophyta_K01809,0.901758932512083,16,4,24,NO
Sarcomastigophora_K02155,0.901758932512083,12,8,24,NO
Sarcomastigophora_K01787,0.901758932512083,4,12,24,NO
Chromerida_K07300,0.902328799286047,20,20,24,NO
Bacillariophyta_K08223,0.902328799286047,8,8,24,NO
Chlorarachniophyta_K10703,0.902328799286047,8,16,24,NO
